Airline,Source,Destination,Total_Stops,Additional_Info,Price,day,month,Duration_min
Air India,Delhi,Cochin,1 stop,No info,9929.0,24,5,735
Air India,Delhi,Cochin,1 stop,No info,6692.0,27,3,1335
SpiceJet,Banglore,New Delhi,non-stop,No info,4377.0,24,3,170
IndiGo,Banglore,Delhi,non-stop,No info,4423.0,1,4,175
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12898.0,21,5,1100
Air India,Kolkata,Banglore,2 stops,No info,12434.0,6,5,1335
Jet Airways,Kolkata,Banglore,1 stop,No info,13067.0,15,5,1005
Air Asia,Kolkata,Banglore,non-stop,No info,4409.0,1,5,155
Air India,Delhi,Cochin,2 stops,No info,10651.0,27,5,1275
IndiGo,Kolkata,Banglore,non-stop,No info,4148.0,15,3,160
IndiGo,Kolkata,Banglore,1 stop,No info,3809.0,6,5,265
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12373.0,18,5,300
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12898.0,27,5,825
Jet Airways,Banglore,New Delhi,1 stop,No info,17261.0,6,3,725
IndiGo,Delhi,Cochin,1 stop,No info,6171.0,27,4,665
IndiGo,Banglore,Delhi,non-stop,No info,4823.0,21,6,170
IndiGo,Delhi,Cochin,1 stop,No info,6442.0,1,6,940
Jet Airways,Delhi,Cochin,1 stop,No info,16079.0,21,5,335
SpiceJet,Banglore,Delhi,non-stop,No info,3971.0,27,4,175
Jet Airways,Delhi,Cochin,1 stop,No info,14189.0,21,3,455
Jet Airways,Kolkata,Banglore,1 stop,No info,12692.0,6,6,1075
Air India,Kolkata,Banglore,2 stops,No info,12723.0,12,6,875
Vistara,Banglore,Delhi,non-stop,No info,4668.0,12,6,170
IndiGo,Banglore,Delhi,non-stop,No info,3359.0,3,6,170
Multiple carriers,Delhi,Cochin,1 stop,No info,9627.0,27,5,630
Air India,Delhi,Cochin,1 stop,No info,8907.0,1,6,570
Jet Airways,Kolkata,Banglore,1 stop,No info,13339.0,24,3,790
Vistara,Kolkata,Banglore,1 stop,No info,8452.0,6,6,1555
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,8849.0,1,4,730
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,4544.0,9,4,180
SpiceJet,Banglore,Delhi,non-stop,No info,3971.0,9,6,175
IndiGo,Chennai,Kolkata,non-stop,No info,7295.0,3,3,140
GoAir,Kolkata,Banglore,1 stop,No info,5171.0,1,4,455
Jet Airways,Banglore,New Delhi,1 stop,No info,12547.0,12,3,1590
IndiGo,Delhi,Cochin,1 stop,No info,9861.0,21,3,350
IndiGo,Delhi,Cochin,1 stop,No info,6104.0,24,6,480
Jet Airways,Delhi,Cochin,2 stops,No info,13014.0,9,6,1375
Air India,Delhi,Cochin,2 stops,No info,10975.0,24,6,1420
IndiGo,Banglore,Delhi,non-stop,No info,4823.0,24,5,175
Jet Airways,Delhi,Cochin,1 stop,No info,16079.0,3,6,395
IndiGo,Delhi,Cochin,1 stop,No info,6069.0,15,6,300
IndiGo,Banglore,Delhi,non-stop,No info,3943.0,18,6,170
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844.0,18,5,740
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,6478.0,6,6,180
Multiple carriers,Delhi,Cochin,1 stop,No info,7575.0,21,5,860
Multiple carriers,Delhi,Cochin,1 stop,No info,15147.0,3,3,610
SpiceJet,Banglore,Delhi,non-stop,No info,3625.0,24,6,170
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262.0,12,6,360
Air India,Kolkata,Banglore,2 stops,No info,9237.0,1,4,1830
Jet Airways,Kolkata,Banglore,1 stop,No info,14571.0,6,6,400
Air India,Kolkata,Banglore,1 stop,No info,6528.0,9,6,1440
SpiceJet,Kolkata,Banglore,non-stop,No info,3873.0,24,6,145
Multiple carriers,Delhi,Cochin,1 stop,In-flight meal not included,18260.0,9,3,640
IndiGo,Kolkata,Banglore,non-stop,No info,4804.0,3,5,155
Vistara,Banglore,Delhi,non-stop,No info,5613.0,3,5,155
SpiceJet,Mumbai,Hyderabad,non-stop,No info,2753.0,6,6,90
Jet Airways,Delhi,Cochin,2 stops,No info,15129.0,18,5,1615
IndiGo,Kolkata,Banglore,1 stop,No info,5386.0,9,5,280
Multiple carriers,Delhi,Cochin,1 stop,No info,7005.0,12,6,490
Jet Airways,Delhi,Cochin,1 stop,No info,14714.0,6,6,395
Multiple carriers,Delhi,Cochin,1 stop,No info,8405.0,15,5,810
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844.0,18,5,1170
Jet Airways,Kolkata,Banglore,1 stop,No info,12692.0,12,6,575
Vistara,Chennai,Kolkata,non-stop,No info,3687.0,3,5,135
Vistara,Delhi,Cochin,non-stop,No info,6741.0,1,6,190
SpiceJet,Banglore,Delhi,non-stop,No info,4423.0,9,5,175
Jet Airways,Kolkata,Banglore,1 stop,No info,13759.0,24,3,1150
Air India,Kolkata,Banglore,2 stops,No info,15170.0,24,5,1385
Jet Airways,Kolkata,Banglore,1 stop,No info,13626.0,12,6,590
Air India,Kolkata,Banglore,2 stops,No info,10676.0,12,5,1390
Multiple carriers,Delhi,Cochin,1 stop,No info,11789.0,6,6,780
SpiceJet,Delhi,Cochin,1 stop,No check-in baggage included,5158.0,6,6,270
Air India,Delhi,Cochin,1 stop,No info,9929.0,1,6,555
SpiceJet,Mumbai,Hyderabad,non-stop,No check-in baggage included,2647.0,6,6,90
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,7064.0,1,4,1430
Air India,Banglore,Delhi,non-stop,No info,5228.0,15,4,170
Multiple carriers,Delhi,Cochin,1 stop,No info,12192.0,1,6,660
Air India,Kolkata,Banglore,2 stops,No info,10151.0,21,5,590
Jet Airways,Kolkata,Banglore,1 stop,No info,10953.0,1,4,690
Jet Airways,Delhi,Cochin,2 stops,No info,15129.0,18,5,560
Air India,Delhi,Cochin,1 stop,No info,10191.0,18,5,375
Air India,Delhi,Cochin,2 stops,No info,9863.0,18,5,1595
IndiGo,Chennai,Kolkata,non-stop,No info,3597.0,24,6,140
IndiGo,Chennai,Kolkata,non-stop,No info,5277.0,12,6,140
IndiGo,Delhi,Cochin,1 stop,No info,8542.0,1,5,810
Vistara,Kolkata,Banglore,1 stop,No info,8452.0,15,5,1655
Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,7832.0,21,3,450
Air India,Kolkata,Banglore,2 stops,No info,10676.0,21,5,1390
IndiGo,Banglore,Delhi,non-stop,No info,4823.0,6,6,175
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,11118.0,27,6,1615
IndiGo,Delhi,Cochin,1 stop,No info,6069.0,18,5,305
Air India,Delhi,Cochin,2 stops,No info,9443.0,12,6,1595
SpiceJet,Banglore,Delhi,non-stop,No check-in baggage included,3919.0,21,6,160
Air Asia,Delhi,Cochin,1 stop,No info,7452.0,21,4,870
IndiGo,Banglore,Delhi,non-stop,No info,4990.0,21,6,185
Air India,Delhi,Cochin,2 stops,No info,9548.0,24,6,435
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12898.0,21,5,1355
Air Asia,Kolkata,Banglore,non-stop,No info,5645.0,18,5,155
IndiGo,Mumbai,Hyderabad,non-stop,No info,3175.0,9,6,90
Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,11087.0,9,3,1590
Multiple carriers,Delhi,Cochin,1 stop,In-flight meal not included,6093.0,15,6,540
Jet Airways,Kolkata,Banglore,1 stop,No info,13731.0,9,6,450
Jet Airways,Kolkata,Banglore,1 stop,No info,11467.0,9,5,1080
Jet Airways,Kolkata,Banglore,1 stop,No info,14571.0,6,6,590
Jet Airways,Kolkata,Banglore,1 stop,No info,13067.0,21,5,575
Jet Airways,Kolkata,Banglore,1 stop,No info,14781.0,9,5,345
Air India,Banglore,New Delhi,3 stops,No info,13387.0,12,3,1480
Air India,Kolkata,Banglore,3 stops,No info,10991.0,12,5,2115
Jet Airways,Delhi,Cochin,2 stops,No info,16704.0,18,5,900
Jet Airways,Banglore,New Delhi,1 stop,No info,17261.0,6,3,775
Air India,Banglore,New Delhi,1 stop,No info,8425.0,9,3,920
IndiGo,Delhi,Cochin,1 stop,No info,14871.0,6,3,420
Jet Airways,Kolkata,Banglore,1 stop,No info,13941.0,1,5,845
Jet Airways,Kolkata,Banglore,1 stop,No info,14231.0,24,3,710
Jet Airways,Kolkata,Banglore,1 stop,No info,12121.0,9,5,840
IndiGo,Kolkata,Banglore,non-stop,No info,4174.0,1,4,150
Jet Airways,Banglore,New Delhi,2 stops,No info,23001.0,9,3,420
Jet Airways,Kolkata,Banglore,1 stop,No info,14231.0,24,3,975
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12898.0,27,5,1325
Air Asia,Kolkata,Banglore,non-stop,No info,5216.0,12,5,155
Air India,Kolkata,Banglore,2 stops,No info,12324.0,21,5,765
Vistara,Kolkata,Banglore,1 stop,No info,8452.0,15,5,865
Multiple carriers,Delhi,Cochin,1 stop,In-flight meal not included,11667.0,12,6,730
SpiceJet,Kolkata,Banglore,non-stop,No info,5515.0,1,3,150
Air India,Banglore,New Delhi,1 stop,No info,5626.0,9,3,980
Jet Airways,Mumbai,Hyderabad,non-stop,No info,8040.0,21,6,85
Air India,Kolkata,Banglore,non-stop,No info,5747.0,12,3,150
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,7064.0,1,4,1285
Air India,Banglore,New Delhi,non-stop,No info,12841.0,3,3,170
IndiGo,Banglore,Delhi,non-stop,No info,4591.0,27,4,165
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,8586.0,12,5,450
IndiGo,Delhi,Cochin,1 stop,No info,7074.0,21,4,295
Jet Airways,Banglore,New Delhi,1 stop,1 Long layover,22270.0,1,3,1055
SpiceJet,Chennai,Kolkata,non-stop,No check-in baggage included,3543.0,21,5,135
Jet Airways,Kolkata,Banglore,1 stop,No info,14781.0,9,5,590
IndiGo,Kolkata,Banglore,non-stop,No info,4804.0,27,5,155
IndiGo,Delhi,Cochin,1 stop,No info,6093.0,27,6,860
Jet Airways,Banglore,Delhi,non-stop,No info,8016.0,24,6,175
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262.0,27,6,1355
Air Asia,Delhi,Cochin,1 stop,No info,6253.0,15,6,870
SpiceJet,Kolkata,Banglore,non-stop,No info,3873.0,3,6,145
Multiple carriers,Delhi,Cochin,1 stop,No info,13727.0,15,5,750
IndiGo,Delhi,Cochin,1 stop,No info,8258.0,3,3,305
IndiGo,Banglore,Delhi,non-stop,No info,3419.0,24,4,175
Multiple carriers,Delhi,Cochin,1 stop,No info,7888.0,21,5,840
IndiGo,Kolkata,Banglore,1 stop,No info,4775.0,18,5,290
Vistara,Banglore,Delhi,non-stop,No info,5403.0,27,4,170
GoAir,Banglore,Delhi,non-stop,No info,3898.0,21,6,165
Air India,Kolkata,Banglore,non-stop,No info,5510.0,27,5,150
Air India,Banglore,Delhi,non-stop,No info,6961.0,15,5,165
Multiple carriers,Delhi,Cochin,1 stop,In-flight meal not included,6093.0,15,6,455
Jet Airways,Delhi,Cochin,2 stops,No info,15129.0,21,5,1390
Jet Airways,Delhi,Cochin,2 stops,No info,14441.0,3,6,425
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,8066.0,9,5,1075
Jet Airways,Kolkata,Banglore,1 stop,No info,14151.0,9,6,1730
Jet Airways,Delhi,Cochin,2 stops,No info,13292.0,6,6,1295
IndiGo,Mumbai,Hyderabad,non-stop,No info,3838.0,9,3,85
Jet Airways,Mumbai,Hyderabad,non-stop,In-flight meal not included,4995.0,18,6,90
IndiGo,Kolkata,Banglore,non-stop,No info,4148.0,21,3,155
IndiGo,Delhi,Cochin,1 stop,No info,14871.0,6,3,810
Jet Airways,Kolkata,Banglore,1 stop,No info,13067.0,24,5,800
IndiGo,Delhi,Cochin,1 stop,No info,14871.0,3,3,985
Jet Airways,Delhi,Cochin,2 stops,No info,16809.0,6,3,1995
Multiple carriers,Delhi,Cochin,1 stop,No info,13727.0,18,5,630
Air India,Mumbai,Hyderabad,2 stops,No info,11647.0,12,3,810
Jet Airways,Kolkata,Banglore,1 stop,No info,12692.0,12,6,1730
IndiGo,Chennai,Kolkata,non-stop,No info,3597.0,21,6,140
Vistara,Kolkata,Banglore,1 stop,No info,8452.0,6,6,765
Jet Airways,Delhi,Cochin,1 stop,No info,14714.0,6,6,620
IndiGo,Banglore,Delhi,non-stop,No info,3943.0,24,5,180
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,9663.0,9,5,890
Air India,Delhi,Cochin,1 stop,No info,12677.0,6,3,765
Air India,Delhi,Cochin,2 stops,No info,10441.0,27,6,1275
GoAir,Banglore,Delhi,non-stop,No info,4632.0,9,4,175
IndiGo,Delhi,Cochin,1 stop,No info,6573.0,9,4,415
SpiceJet,Mumbai,Hyderabad,non-stop,No check-in baggage included,2175.0,12,5,90
Vistara,Delhi,Cochin,non-stop,No info,6216.0,18,6,190
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262.0,3,6,940
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,15190.0,12,6,715
Jet Airways,Delhi,Cochin,2 stops,No info,16274.0,9,5,425
Jet Airways,Delhi,Cochin,2 stops,No info,14300.0,27,6,1380
Jet Airways,Kolkata,Banglore,1 stop,No info,14781.0,15,5,800
Air India,Kolkata,Banglore,2 stops,No info,6117.0,6,5,1170
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,10368.0,1,6,535
Air India,Banglore,New Delhi,non-stop,No info,4441.0,18,3,165
SpiceJet,Kolkata,Banglore,non-stop,No check-in baggage included,3841.0,24,4,155
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,6478.0,27,6,180
IndiGo,Delhi,Cochin,1 stop,No info,7006.0,21,5,860
Jet Airways,Mumbai,Hyderabad,non-stop,In-flight meal not included,4160.0,21,3,85
Jet Airways,Delhi,Cochin,2 stops,No info,13882.0,12,6,1140
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12373.0,18,5,1355
Jet Airways,Delhi,Cochin,2 stops,No info,21219.0,9,5,440
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262.0,15,6,1415
Vistara,Chennai,Kolkata,non-stop,No info,3687.0,1,5,135
Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,7832.0,21,3,1055
IndiGo,Kolkata,Banglore,non-stop,No info,4462.0,18,3,160
Jet Airways,Delhi,Cochin,2 stops,No info,13014.0,1,6,1375
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,8586.0,1,5,1090
IndiGo,Banglore,New Delhi,non-stop,No info,4777.0,9,3,170
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,9663.0,18,5,730
IndiGo,Delhi,Cochin,1 stop,No info,6838.0,3,6,705
SpiceJet,Mumbai,Hyderabad,non-stop,No info,11005.0,1,3,85
Jet Airways,Delhi,Cochin,1 stop,No info,14714.0,6,6,1395
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12373.0,9,5,715
IndiGo,Banglore,New Delhi,non-stop,No info,6860.0,9,3,165
Air India,Delhi,Cochin,2 stops,No info,11185.0,24,6,1580
SpiceJet,Delhi,Cochin,1 stop,No info,6297.0,18,5,315
SpiceJet,Banglore,Delhi,non-stop,No check-in baggage included,3573.0,21,5,170
Jet Airways,Mumbai,Hyderabad,non-stop,No info,5678.0,3,3,90
SpiceJet,Delhi,Cochin,1 stop,No info,5264.0,6,6,270
IndiGo,Banglore,New Delhi,non-stop,No info,5694.0,21,3,170
Jet Airways,Kolkata,Banglore,1 stop,No info,14781.0,15,5,855
Air India,Delhi,Cochin,non-stop,No info,5411.0,27,4,185
IndiGo,Kolkata,Banglore,non-stop,No info,4804.0,24,4,155
IndiGo,Delhi,Cochin,1 stop,No info,8330.0,9,5,500
Air India,Delhi,Cochin,2 stops,No info,11281.0,9,5,1600
Multiple carriers Premium economy,Delhi,Cochin,1 stop,No info,10161.0,21,3,705
SpiceJet,Kolkata,Banglore,non-stop,No check-in baggage included,3841.0,12,4,145
Air India,Kolkata,Banglore,2 stops,No info,7662.0,24,5,445
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844.0,9,5,345
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262.0,9,6,1415
IndiGo,Banglore,Delhi,non-stop,No info,4823.0,24,6,180
Air India,Banglore,Delhi,non-stop,No info,5228.0,15,6,170
Air India,Delhi,Cochin,2 stops,No info,10651.0,9,6,1275
Jet Airways,Delhi,Cochin,non-stop,In-flight meal not included,5443.0,15,4,195
Air India,Kolkata,Banglore,1 stop,No info,7893.0,1,4,795
Air India,Delhi,Cochin,1 stop,No info,7480.0,24,6,965
Air Asia,Kolkata,Banglore,1 stop,No info,5192.0,1,4,720
SpiceJet,Chennai,Kolkata,non-stop,No check-in baggage included,3543.0,1,5,135
IndiGo,Delhi,Cochin,1 stop,No info,6270.0,9,4,630
IndiGo,Delhi,Cochin,1 stop,No info,5684.0,27,6,895
Air India,Delhi,Cochin,2 stops,No info,13381.0,6,6,1490
Multiple carriers,Delhi,Cochin,1 stop,No info,12524.0,6,6,690
Multiple carriers,Delhi,Cochin,1 stop,No info,13377.0,3,6,630
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12373.0,9,5,1680
Air India,Banglore,Delhi,non-stop,No info,6961.0,12,6,165
Air India,Delhi,Cochin,1 stop,No info,9790.0,9,3,1535
Air India,Banglore,Delhi,non-stop,No info,5176.0,6,4,165
Jet Airways,Kolkata,Banglore,1 stop,No info,14151.0,18,5,1540
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,8066.0,12,5,1630
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,10919.0,12,6,1300
Vistara,Kolkata,Banglore,1 stop,No info,8452.0,1,5,965
Multiple carriers,Delhi,Cochin,1 stop,No info,13377.0,27,5,840
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844.0,1,5,365
IndiGo,Delhi,Cochin,1 stop,No info,11378.0,3,6,305
IndiGo,Banglore,New Delhi,non-stop,No info,7303.0,24,3,170
IndiGo,Kolkata,Banglore,non-stop,No info,4174.0,12,4,155
Jet Airways,Delhi,Cochin,2 stops,No info,15129.0,18,5,1375
Jet Airways,Mumbai,Hyderabad,non-stop,No info,5678.0,18,5,85
SpiceJet,Mumbai,Hyderabad,non-stop,No check-in baggage included,1965.0,24,5,90
IndiGo,Banglore,Delhi,non-stop,No info,4823.0,27,4,175
Multiple carriers,Delhi,Cochin,1 stop,No info,8625.0,27,5,470
Jet Airways,Banglore,New Delhi,1 stop,No info,16736.0,6,3,1035
Jet Airways,Delhi,Cochin,2 stops,No info,12819.0,27,6,1430
SpiceJet,Mumbai,Hyderabad,non-stop,No info,3173.0,21,3,80
Multiple carriers,Delhi,Cochin,1 stop,No info,15058.0,24,6,730
IndiGo,Delhi,Cochin,1 stop,No info,5298.0,1,6,320
IndiGo,Banglore,New Delhi,non-stop,No info,4777.0,21,3,165
IndiGo,Banglore,Delhi,non-stop,No info,3943.0,27,6,170
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,8529.0,12,6,1660
Jet Airways,Delhi,Cochin,2 stops,No info,19907.0,6,3,2135
Multiple carriers,Delhi,Cochin,1 stop,No info,18492.0,9,3,665
Air India,Kolkata,Banglore,2 stops,No info,11432.0,6,6,725
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262.0,9,6,1015
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844.0,21,5,1285
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,8529.0,12,6,1690
Jet Airways,Kolkata,Banglore,1 stop,No info,13067.0,6,5,505
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844.0,6,6,685
Vistara,Banglore,Delhi,non-stop,No info,4668.0,21,5,170
Jet Airways,Kolkata,Banglore,1 stop,No info,14231.0,24,3,1210
Jet Airways,Delhi,Cochin,1 stop,No info,16289.0,9,3,1415
IndiGo,Kolkata,Banglore,non-stop,No info,4174.0,1,4,155
Multiple carriers,Delhi,Cochin,1 stop,No info,7155.0,24,6,860
Jet Airways,Kolkata,Banglore,1 stop,No info,11467.0,1,4,1520
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10539.0,6,6,1295
Jet Airways,Banglore,Delhi,non-stop,No info,7229.0,1,4,185
Jet Airways,Mumbai,Hyderabad,non-stop,In-flight meal not included,3205.0,3,4,90
IndiGo,Kolkata,Banglore,non-stop,No info,5224.0,3,5,150
Air India,Delhi,Cochin,2 stops,No info,14221.0,3,3,1595
Jet Airways,Mumbai,Hyderabad,non-stop,In-flight meal not included,4050.0,21,5,85
Multiple carriers,Delhi,Cochin,1 stop,No info,9103.0,21,5,455
Air India,Mumbai,Hyderabad,non-stop,No info,2050.0,24,3,85
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844.0,6,6,1400
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,4030.0,15,5,185
SpiceJet,Mumbai,Hyderabad,non-stop,No check-in baggage included,1965.0,18,5,90
Multiple carriers,Delhi,Cochin,1 stop,No info,16023.0,9,3,780
Jet Airways,Delhi,Cochin,2 stops,No info,12273.0,21,3,1325
Multiple carriers,Delhi,Cochin,1 stop,No info,15078.0,9,5,435
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262.0,1,6,1145
Air India,Delhi,Cochin,1 stop,No info,8792.0,1,6,1575
Air India,Kolkata,Banglore,2 stops,No info,17732.0,6,5,1200
IndiGo,Delhi,Cochin,1 stop,No info,7398.0,9,4,345
Jet Airways,Banglore,New Delhi,1 stop,No info,26890.0,1,3,950
IndiGo,Delhi,Cochin,1 stop,No info,6206.0,27,3,845
IndiGo,Delhi,Cochin,1 stop,No info,6558.0,21,3,940
Air India,Banglore,New Delhi,2 stops,No info,7904.0,15,3,880
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,9663.0,1,5,1155
Air India,Banglore,New Delhi,1 stop,No info,11602.0,12,3,990
IndiGo,Delhi,Cochin,1 stop,No info,9304.0,3,3,320
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844.0,6,6,800
Jet Airways,Kolkata,Banglore,1 stop,No info,13941.0,9,5,945
IndiGo,Banglore,Delhi,non-stop,No info,3943.0,1,6,170
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262.0,27,6,1325
Jet Airways,Kolkata,Banglore,1 stop,No info,12681.0,1,4,365
IndiGo,Kolkata,Banglore,non-stop,No info,4804.0,15,6,165
Air India,Banglore,New Delhi,1 stop,No info,6781.0,3,3,1475
IndiGo,Banglore,Delhi,non-stop,No info,3943.0,1,6,180
Air India,Delhi,Cochin,non-stop,No info,8666.0,3,3,185
IndiGo,Kolkata,Banglore,non-stop,No info,4174.0,15,4,155
SpiceJet,Banglore,New Delhi,non-stop,No check-in baggage included,3873.0,24,3,170
IndiGo,Delhi,Cochin,1 stop,No info,5796.0,27,4,325
Jet Airways,Delhi,Cochin,1 stop,No info,17024.0,3,3,870
Air India,Kolkata,Banglore,2 stops,No info,12723.0,12,6,1045
Air India,Delhi,Cochin,1 stop,No info,5998.0,27,3,875
Air India,Banglore,New Delhi,2 stops,No info,13250.0,12,3,875
Vistara,Chennai,Kolkata,non-stop,No info,11982.0,24,5,140
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844.0,15,5,1545
SpiceJet,Kolkata,Banglore,non-stop,No info,4174.0,1,5,145
Vistara,Delhi,Cochin,non-stop,No info,6741.0,1,6,190
Multiple carriers,Delhi,Cochin,1 stop,No info,14533.0,18,5,375
Air India,Delhi,Cochin,1 stop,No info,6902.0,21,3,615
IndiGo,Delhi,Cochin,1 stop,No info,6069.0,3,6,275
Air India,Delhi,Cochin,2 stops,No info,11942.0,27,6,1470
Multiple carriers,Delhi,Cochin,1 stop,No info,8266.0,15,5,385
Air India,Delhi,Cochin,2 stops,No info,9863.0,1,6,1595
Jet Airways,Delhi,Cochin,2 stops,No info,18909.0,9,3,1205
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,8834.0,21,3,1420
SpiceJet,Mumbai,Hyderabad,non-stop,No info,2017.0,6,6,90
GoAir,Banglore,Delhi,non-stop,No info,3419.0,6,5,165
Jet Airways,Delhi,Cochin,2 stops,No info,16704.0,18,5,1390
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262.0,6,6,520
Air India,Kolkata,Banglore,2 stops,No info,12324.0,21,5,725
SpiceJet,Chennai,Kolkata,non-stop,No check-in baggage included,3543.0,18,6,135
IndiGo,Delhi,Cochin,1 stop,No info,6818.0,21,5,425
IndiGo,Delhi,Cochin,1 stop,No info,6442.0,9,6,560
Jet Airways,Kolkata,Banglore,1 stop,No info,14781.0,18,5,425
Jet Airways,Kolkata,Banglore,1 stop,No info,14781.0,6,5,705
Vistara,Delhi,Cochin,non-stop,No info,6216.0,3,6,190
SpiceJet,Banglore,Delhi,non-stop,No info,3625.0,24,6,160
Jet Airways,Delhi,Cochin,2 stops,No info,18804.0,15,6,440
SpiceJet,Kolkata,Banglore,non-stop,No check-in baggage included,3841.0,27,4,155
Jet Airways,Kolkata,Banglore,1 stop,No info,14231.0,24,3,1695
IndiGo,Banglore,Delhi,non-stop,No info,4591.0,15,4,170
Jet Airways,Banglore,New Delhi,1 stop,No info,11297.0,12,3,550
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844.0,12,5,1695
SpiceJet,Chennai,Kolkata,non-stop,No info,3597.0,9,5,140
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,9663.0,24,5,330
IndiGo,Kolkata,Banglore,1 stop,No info,6301.0,6,6,335
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,12384.0,15,5,575
SpiceJet,Kolkata,Banglore,non-stop,No info,3873.0,21,5,155
Multiple carriers,Delhi,Cochin,1 stop,No info,7787.0,15,5,755
Air India,Delhi,Cochin,1 stop,No info,4487.0,9,4,765
Jet Airways,Kolkata,Banglore,1 stop,No info,13067.0,1,5,395
Vistara,Banglore,New Delhi,non-stop,No info,6138.0,15,3,160
Multiple carriers,Delhi,Cochin,1 stop,No info,7670.0,18,5,760
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12898.0,3,6,395
Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,11087.0,18,3,565
Air India,Kolkata,Banglore,1 stop,No info,8891.0,12,5,745
Air India,Banglore,New Delhi,2 stops,No info,12074.0,3,3,1640
Jet Airways,Kolkata,Banglore,1 stop,No info,14571.0,24,5,685
IndiGo,Kolkata,Banglore,non-stop,No info,4148.0,27,3,170
IndiGo,Delhi,Cochin,1 stop,No info,7514.0,3,6,515
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,9270.0,21,3,1925
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262.0,12,6,1530
IndiGo,Delhi,Cochin,1 stop,No info,9476.0,9,3,275
Air India,Kolkata,Banglore,2 stops,No info,12723.0,15,5,1625
Jet Airways,Kolkata,Banglore,1 stop,No info,12681.0,1,4,705
Air India,Delhi,Cochin,2 stops,No info,8052.0,21,3,865
Air Asia,Delhi,Cochin,1 stop,No info,11410.0,3,6,830
Jet Airways,Banglore,Delhi,non-stop,No info,7229.0,24,5,180
Jet Airways,Kolkata,Banglore,1 stop,No info,13759.0,24,3,1610
Jet Airways,Banglore,Delhi,non-stop,No info,8016.0,1,6,180
IndiGo,Delhi,Cochin,1 stop,No info,6195.0,9,6,345
